model,rmse,mae,r2,correlation,bias_pct,realistic
tabnet,2.500200984068082,1.9029809250617853,0.37039240282357144,0.6181380304462616,6.146299631986999,True
xgboost,2.4598234966005506,1.855347502901035,0.39056413657624456,0.6270913502719759,2.0758798445422335,True
ensemble,2.462777459790146,1.8638789773039213,0.38909953388745466,0.6279009298494375,4.111095231631133,True
