WD23CD,WD23NM,WD23NMW,ObjectId
E05010636,Hope Valley,,2151
E05010637,Howard Town,,2152
E05010638,Limestone Peak,,2153
E05010639,New Mills East,,2154
E05010640,New Mills West,,2155
E05010641,Old Glossop,,2156
E05010642,Padfield,,2157
E05010643,St John's,,2158
E05010644,Sett,,2159
E05010645,Simmondley,,2160
E05010646,Stone Bench,,2161
E05010647,Temple,,2162
E05010648,Tintwistle,,2163
E05010649,Whaley Bridge,,2164
E05010650,Whitfield,,2165
E05010651,Alrewas & Fradley,,2166
E05010652,Armitage with Handsacre,,2167
E05010653,Boley Park,,2168
E05010654,Boney Hay & Central,,2169
E05010655,Bourne Vale,,2170
E05010656,Chadsmead,,2171
E05010657,Chase Terrace,,2172
E05010658,Chasetown,,2173
E05010659,Colton & the Ridwares,,2174
E05010660,Curborough,,2175
E05010661,Fazeley,,2176
E05010662,Hammerwich with Wall,,2177
E05010663,Highfield,,2178
E05010664,Leomansley,,2179
E05010665,Little Aston & Stonnall,,2180
E05010666,Longdon,,2181
E05010667,Mease Valley,,2182
E05010668,St John's,,2183
E05010413,Brinkburn & Faverdale,,2184
E05010414,Cockerton,,2185
E05010415,College,,2186
E05010416,Eastbourne,,2187
E05010417,Harrowgate Hill,,2188
E05010418,Haughton & Springfield,,2189
E05010419,Heighington & Coniscliffe,,2190
E05010420,Hummersknott,,2191
E05010421,Hurworth,,2192
E05010422,Mowden,,2193
E05010423,North Road,,2194
E05010424,Northgate,,2195
E05010425,Park East,,2196
E05010426,Park West,,2197
E05010427,Pierremont,,2198
E05010428,Red Hall & Lingfield,,2199
E05010429,Sadberge & Middleton St George,,2200
E05010430,Stephenson,,2201
E05010431,Whinfield,,2202
E05010458,Abbey,,2203
E05010459,Aylestone,,2204
E05010301,Weston-super-Mare Mid Worle,,2205
E05010302,Weston-super-Mare Milton,,2206
E05010303,Weston-super-Mare North Worle,,2207
E05010304,Weston-super-Mare South Worle,,2208
E05010305,Weston-super-Mare Uphill,,2209
E05010306,Weston-super-Mare Winterstoke,,2210
E05010307,Wick St Lawrence & St Georges,,2211
E05010308,Winford,,2212
E05010309,Wrington,,2213
E05010310,Yatton,,2214
E05010523,Eastwood Hall,,2215
E05010311,Acomb,,2216
E05010238,Ashill,,2217
E05010524,Eastwood Hilltop,,2218
E05010312,Bishopthorpe,,2219
E05010239,Bedingfeld,,2220
E05010151,Bourne Austerby,,2221
E05010676,Carsic,,2222
E05010525,Eastwood St Mary's,,2223
E05010313,Clifton,,2224
E05010240,Attleborough Burgh & Haverscroft,,2225
E05010152,Bourne East,,2226
E05010677,Sutton Central & New Cross,,2227
E05010531,Stapleford South West,,2228
E05010314,Copmanthorpe,,2229
E05010241,Attleborough Queens & Besthorpe,,2230
E05010153,Bourne West,,2231
E05010678,Hucknall Central,,2232
E05010532,Toton & Chilwell Meadows,,2233
E05010315,Dringhouses & Woodthorpe,,2234
E05010242,Dereham Neatherd,,2235
E05010154,Casewick,,2236
E05010679,Hucknall North,,2237
E05010533,Watnall & Nuthall West,,2238
E05010316,Fishergate,,2239
E05010243,Dereham Toftwood,,2240
E05010155,Castle,,2241
E05010680,Hucknall South,,2242
E05010550,Bere Ferrers,,2243
E05010317,Fulford & Heslington,,2244
E05010244,Dereham Withburga,,2245
E05010245,Forest,,2246
E05010246,Guiltcross,,2247
E05010247,Harling & Heathlands,,2248
E05010248,Hermitage,,2249
E05010249,Launditch,,2250
E05010250,Lincoln,,2251
E05010251,Mattishall,,2252
E05010252,Nar Valley,,2253
E05010253,Necton,,2254
E05010254,Saham Toney,,2255
E05010255,Shipdham-with-Scarning,,2256
E05010256,Swaffham,,2257
E05010257,The Buckenhams & Banham,,2258
E05010258,Thetford Boudica,,2259
E05010259,Thetford Burrell,,2260
E05010260,Thetford Castle,,2261
E05010261,Thetford Priory,,2262
E05010262,Upper Wensum,,2263
E05010263,Watton,,2264
E05010276,Backwell,,2265
E05010277,Banwell & Winscombe,,2266
E05010278,Blagdon & Churchill,,2267
E05010279,Clevedon East,,2268
E05010280,Clevedon South,,2269
E05010281,Clevedon Walton,,2270
E05010282,Clevedon West,,2271
E05010283,Clevedon Yeo,,2272
E05010284,Congresbury & Puxton,,2273
E05010285,Gordano Valley,,2274
E05010286,Hutton & Locking,,2275
E05010287,Long Ashton,,2276
E05010551,Bridestowe,,2277
E05010552,Buckland Monachorum,,2278
E05010553,Burrator,,2279
E05010554,Chagford,,2280
E05010555,Dartmoor,,2281
E05010556,Drewsteignton,,2282
E05010557,Exbourne,,2283
E05010558,Hatherleigh,,2284
E05010559,Mary Tavy,,2285
E05010560,Milton Ford,,2286
E05010561,Okehampton North,,2287
E05010562,Okehampton South,,2288
E05010563,South Tawton,,2289
E05010564,Tamarside,,2290
E05010565,Tavistock North,,2291
E05010566,Tavistock South East,,2292
E05010567,Tavistock South West,,2293
E05010604,Awsworth Road,,2294
E05010605,Breaston,,2295
E05010606,Cotmanhay,,2296
E05010607,Derby Road East,,2297
E05010608,Derby Road West,,2298
E05010609,Draycott & Risley,,2299
E05010610,Hallam Fields,,2300
E05010611,Kirk Hallam & Stanton-by-Dale,,2301
E05010612,Larklands,,2302
E05010613,Little Eaton & Stanley,,2303
E05010156,Deeping St James,,2304
E05010614,Little Hallam,,2305
E05010157,Dole Wood,,2306
E05010318,Guildhall,,2307
E05010615,Long Eaton Central,,2308
E05010158,Glen,,2309
E05010319,Haxby & Wigginton,,2310
E05010616,Nottingham Road,,2311
E05010159,Grantham Arnoldfield,,2312
E05010681,Hucknall West,,2313
E05010320,Heworth,,2314
E05010617,Ockbrook & Borrowash,,2315
E05010160,Grantham Barrowby Gate,,2316
E05010682,Huthwaite & Brierley,,2317
E05010321,Heworth Without,,2318
E05010618,Sandiacre,,2319
E05010161,Grantham Earlesfield,,2320
E05010683,Jacksdale & Westwood,,2321
E05010322,Holgate,,2322
E05010162,Grantham Harrowby,,2323
E05010684,Kingsway,,2324
E05010323,Hull Road,,2325
E05010163,Grantham St Vincent's,,2326
E05010685,Kirkby Cross & Portland,,2327
E05010324,Huntington & New Earswick,,2328
E05010164,Grantham St Wulfram's,,2329
E05010686,Larwood,,2330
E05010325,Micklegate,,2331
E05010165,Grantham Springfield,,2332
E05010687,Leamington,,2333
E05010326,Osbaldwick & Derwent,,2334
E05010166,Isaac Newton,,2335
E05010688,Sutton St Mary's,,2336
E05010327,Rawcliffe & Clifton Without,,2337
E05010167,Lincrest,,2338
E05010689,Selston,,2339
E05010328,Rural West York,,2340
E05010168,Loveden Heath,,2341
E05010690,Skegby,,2342
E05010329,Strensall,,2343
E05010169,Market & West Deeping,,2344
E05010691,Stanton Hill & Teversal,,2345
E05010692,Greenwood & Summit,,2346
E05010693,Sutton Junction & Harlow Wood,,2347
E05010694,The Dales,,2348
E05010695,Underwood,,2349
E05010696,Abbey,,2350
E05010697,Blockley,,2351
E05010698,Bourton Vale,,2352
E05010699,Bourton Village,,2353
E05010700,Campden & Vale,,2354
E05010702,Chesterton,,2355
E05010703,Coln Valley,,2356
E05010705,Fairford North,,2357
E05010706,Fosseridge,,2358
E05010707,Four Acres,,2359
E05010708,Grumbolds Ash with Avening,,2360
E05010709,Kemble,,2361
E05010710,"Lechlade, Kempsford & Fairford South",,2362
E05010711,Moreton East,,2363
E05010712,Moreton West,,2364
E05010713,New Mills,,2365
E05010714,Northleach,,2366
E05010715,St Michael's,,2367
E05010717,Siddington & Cerney Rural,,2368
E05010718,South Cerney Village,,2369
E05010719,Stow,,2370
E05010721,Tetbury East & Rural,,2371
E05010722,Tetbury Town,,2372
E05010170,Morton,,2373
E05010171,Peascliffe & Ridgeway,,2374
E05010172,Stamford All Saints,,2375
E05010173,Stamford St George's,,2376
E05010174,Stamford St John's,,2377
E05010175,Stamford St Mary's,,2378
E05010176,Toller,,2379
E05010177,Viking,,2380
E05010214,Bamber Bridge East,,2381
E05010215,Bamber Bridge West,,2382
E05010216,Broad Oak,,2383
E05010217,Broadfield,,2384
E05010218,Buckshaw & Worden,,2385
E05010219,Charnock,,2386
E05010220,Coupe Green & Gregson Lane,,2387
E05010221,Earnshaw Bridge,,2388
E05010222,Farington East,,2389
E05010223,Farington West,,2390
E05010224,Hoole,,2391
E05010225,Howick & Priory,,2392
E05010330,Westfield,,2393
E05010331,Wheldrake,,2394
E05010365,Bocking Blackwater,,2395
E05010366,Bocking North,,2396
E05010367,Bocking South,,2397
E05010368,Braintree Central & Beckers Green,,2398
E05010369,Braintree South,,2399
E05010370,Braintree West,,2400
E05010723,Tetbury with Upton,,2401
E05010724,The Ampneys & Hampton,,2402
E05010725,The Beeches,,2403
E05010726,The Rissingtons,,2404
E05010727,Watermoor,,2405
E05010728,Adwick le Street & Carcroft,,2406
E05010729,Armthorpe,,2407
E05010730,Balby South,,2408
E05010731,Bentley,,2409
E05010732,Bessacarr,,2410
E05010733,Conisbrough,,2411
E05010734,Edenthorpe & Kirk Sandall,,2412
E05010735,Edlington & Warmsworth,,2413
E05010736,Finningley,,2414
E05010737,Hatfield,,2415
E05010738,Hexthorpe & Balby North,,2416
E05010739,Mexborough,,2417
E05010740,Norton & Askern,,2418
E05010741,Roman Ridge,,2419
E05010742,Rossington & Bawtry,,2420
E05010743,Sprotbrough,,2421
E05010744,Stainforth & Barnby Dun,,2422
E05010745,Thorne & Moorends,,2423
E05010746,Tickhill & Wadsworth,,2424
E05010747,Town,,2425
E05010748,Wheatley Hills & Intake,,2426
E05010755,Blunsdon and Highworth,,2427
E05010756,Haydon Wick,,2428
E05010757,Penhill and Upper Stratton,,2429
E05010758,Admirals and Cawston,,2430
E05010759,Dunsmore,,2431
E05010760,Wolston and the Lawfords,,2432
E05010781,Chadlington and Churchill,,2433
E05010782,Charlbury and Finstock,,2434
E05010783,"Hailey, Minster Lovell and Leafield",,2435
E05010784,Abbey,,2436
E05010785,Birchwood,,2437
E05010786,Boultham,,2438
E05010787,Carholme,,2439
E05010788,Castle,,2440
E05010789,Glebe,,2441
E05010790,Hartsholme,,2442
E05010791,Minster,,2443
E05010792,Moorland,,2444
E05010793,Park,,2445
E05010794,Witham,,2446
E05010795,Byfleet and West Byfleet,,2447
E05010796,Canalside,,2448
E05010797,Goldsworth Park,,2449
E05010798,Heathlands,,2450
E05010953,Barton and Tredworth,,2451
E05010954,Coney Hill,,2452
E05010955,Elmbridge,,2453
E05010956,Grange,,2454
E05010957,Hucclecote,,2455
E05010958,Kingsholm and Wotton,,2456
E05010959,Kingsway,,2457
E05010960,Longlevens,,2458
E05010961,"Matson, Robinswood and White City",,2459
E05010962,Moreland,,2460
E05010963,Podsmead,,2461
E05010964,Quedgeley Fieldcourt,,2462
E05010965,Quedgeley Severn Vale,,2463
E05010966,Tuffley,,2464
E05010967,Westgate,,2465
E05010969,Berkeley Vale,,2466
E05010972,Cam East,,2467
E05010973,Cam West,,2468
E05010975,Coaley and Uley,,2469
E05010976,Dursley,,2470
E05010981,Painswick and Upton,,2471
E05010982,"Randwick, Whiteshill and Ruscombe",,2472
E05010986,Stroud Central,,2473
E05010987,Stroud Farmhill and Paganhill,,2474
E05010988,Stroud Slade,,2475
E05010990,Stroud Uplands,,2476
E05010991,Stroud Valley,,2477
E05010992,The Stanleys,,2478
E05010995,Alresford and Itchen Valley,,2479
E05010996,Badger Farm and Oliver's Battery,,2480
E05010997,Bishop's Waltham,,2481
E05010998,Central Meon Valley,,2482
E05010999,Colden Common and Twyford,,2483
E05011000,Denmead,,2484
E05011001,St Barnabas,,2485
E05011002,St Bartholomew,,2486
E05011003,St Luke,,2487
E05011004,St Michael,,2488
E05011005,St Paul,,2489
E05011006,Southwick and Wickham,,2490
E05011007,The Worthys,,2491
E05011008,Upper Meon Valley,,2492
E05011009,Whiteley and Shedfield,,2493
E05011010,Wonston and Micheldever,,2494
E05011011,Alphington,,2495
E05011012,Duryard and St James,,2496
E05011013,Exwick,,2497
E05011014,Heavitree,,2498
E05011015,Mincinglake and Whipton,,2499
E05011016,Newtown and St Leonard's,,2500
E05011067,Northaw and Cuffley,,2501
E05011068,Panshanger,,2502
E05011069,Peartree,,2503
E05011070,Sherrards,,2504
E05011071,Welham Green and Hatfield South,,2505
E05011072,Welwyn East,,2506
E05011073,Welwyn West,,2507
E05011074,Claygate,,2508
E05011075,Cobham and Downside,,2509
E05011076,Esher,,2510
E05011077,Hersham Village,,2511
E05011078,Hinchley Wood and Weston Green,,2512
E05011079,Long Ditton,,2513
E05011080,Molesey East,,2514
E05011081,Molesey West,,2515
E05011082,Oatlands and Burwood Park,,2516
E05011083,Oxshott and Stoke D'Abernon,,2517
E05011084,Thames Ditton,,2518
E05011085,Walton Central,,2519
E05011086,Walton North,,2520
E05011087,Walton South,,2521
E05011088,Weybridge Riverside,,2522
E05011089,Weybridge St George's Hill,,2523
E05011090,Bryher,,2524
E05011091,St Agnes,,2525
E05011092,St Martin's,,2526
E05011093,St Mary's,,2527
E05011094,Tresco,,2528
E05011095,Borough & Bankside,,2529
E05011096,Camberwell Green,,2530
E05011097,Champion Hill,,2531
E05011098,Chaucer,,2532
E05011099,Dulwich Hill,,2533
E05011100,Dulwich Village,,2534
E05011101,Dulwich Wood,,2535
E05011102,Faraday,,2536
E05011103,Goose Green,,2537
E05011104,London Bridge & West Bermondsey,,2538
E05011105,Newington,,2539
E05011106,North Bermondsey,,2540
E05011107,North Walworth,,2541
E05011108,Nunhead & Queen's Road,,2542
E05011109,Old Kent Road,,2543
E05011110,Peckham,,2544
E05011111,Peckham Rye,,2545
E05011112,Rotherhithe,,2546
E05011113,Rye Lane,,2547
E05011114,St George's,,2548
E05011115,St Giles,,2549
E05011116,South Bermondsey,,2550
E05010799,Hoe Valley,,2551
E05010849,Hockley and Ashingdon,,2552
E05010899,Frome Vale,,2553
E05011117,Surrey Docks,,2554
E05011118,Acocks Green,,2555
E05011119,Allens Cross,,2556
E05011120,Alum Rock,,2557
E05011121,Aston,,2558
E05011122,Balsall Heath West,,2559
E05011123,Bartley Green,,2560
E05011124,Billesley,,2561
E05011125,Birchfield,,2562
E05011126,Bordesley & Highgate,,2563
E05011127,Bordesley Green,,2564
E05011128,Bournbrook & Selly Park,,2565
E05011129,Bournville & Cotteridge,,2566
E05011130,Brandwood & King's Heath,,2567
E05011131,Bromford & Hodge Hill,,2568
E05011132,Castle Vale,,2569
E05011133,Druids Heath & Monyhull,,2570
E05011134,Edgbaston,,2571
E05011135,Erdington,,2572
E05011136,Frankley Great Park,,2573
E05011137,Garretts Green,,2574
E05011138,Glebe Farm & Tile Cross,,2575
E05011139,Gravelly Hill,,2576
E05011140,Hall Green North,,2577
E05011141,Hall Green South,,2578
E05011142,Handsworth,,2579
E05011143,Handsworth Wood,,2580
E05011144,Harborne,,2581
E05011145,Heartlands,,2582
E05011146,Highter's Heath,,2583
E05011147,Holyhead,,2584
E05011148,King's Norton North,,2585
E05011149,King's Norton South,,2586
E05011150,Kingstanding,,2587
E05011151,Ladywood,,2588
E05011152,Longbridge & West Heath,,2589
E05011153,Lozells,,2590
E05011154,Moseley,,2591
E05011155,Nechells,,2592
E05011156,Newtown,,2593
E05011157,North Edgbaston,,2594
E05011158,Northfield,,2595
E05011159,Oscott,,2596
E05011160,Perry Barr,,2597
E05011161,Perry Common,,2598
E05011162,Pype Hayes,,2599
E05011163,Quinton,,2600
E05011164,Rubery & Rednal,,2601
E05011165,Shard End,,2602
E05011166,Sheldon,,2603
E05010900,Hartcliffe and Withywood,,2604
E05010901,Henbury and Brentry,,2605
E05010902,Hengrove and Whitchurch Park,,2606
E05010903,Hillfields,,2607
E05010904,Horfield,,2608
E05010905,Hotwells and Harbourside,,2609
E05010906,Knowle,,2610
E05010907,Lawrence Hill,,2611
E05010908,Lockleaze,,2612
E05010909,Redland,,2613
E05010910,St George Central,,2614
E05010911,St George Troopers Hill,,2615
E05010912,St George West,,2616
E05010913,Southmead,,2617
E05010914,Southville,,2618
E05010915,Stockwood,,2619
E05010916,Stoke Bishop,,2620
E05010917,Westbury-on-Trym and Henleaze,,2621
E05010918,Windmill Hill,,2622
E05010921,Banbury Cross and Neithrop,,2623
E05010922,Banbury Grimsbury and Hightown,,2624
E05010923,Banbury Hardwick,,2625
E05010924,Banbury Ruscote,,2626
E05010925,Bicester East,,2627
E05010926,Bicester North and Caversfield,,2628
E05010928,Bicester West,,2629
E05010929,"Cropredy, Sibfords and Wroxton",,2630
E05010930,Deddington,,2631
E05010932,Kidlington East,,2632
E05010933,Kidlington West,,2633
E05010934,Launton and Otmoor,,2634
E05010935,Cherryfield,,2635
E05010936,Halewood North,,2636
E05010937,Halewood South,,2637
E05010938,Northwood,,2638
E05010939,Page Moss,,2639
E05010940,Prescot North,,2640
E05010941,Prescot South,,2641
E05010942,Roby,,2642
E05010943,Shevington,,2643
E05010944,St Gabriels,,2644
E05010945,St Michaels,,2645
E05010946,Stockbridge,,2646
E05010947,Swanside,,2647
E05010948,Whiston and Cronton,,2648
E05010949,Whitefield,,2649
E05010950,Abbeydale,,2650
E05010951,Abbeymead,,2651
E05010952,Barnwood,,2652
E05010850,Hullbridge,,2653
E05010800,Horsell,,2654
E05011017,Pennsylvania,,2655
E05011018,Pinhoe,,2656
E05011019,Priory,,2657
E05011020,St David's,,2658
E05011021,St Loyes,,2659
E05011022,St Thomas,,2660
E05011023,Topsham,,2661
E05011024,Appleton,,2662
E05011025,Bewsey and Whitecross,,2663
E05011026,Birchwood,,2664
E05011027,Burtonwood and Winwick,,2665
E05011028,Chapelford and Old Hall,,2666
E05011029,"Culcheth, Glazebury and Croft",,2667
E05011030,Fairfield and Howley,,2668
E05011031,Grappenhall,,2669
E05011032,Great Sankey North and Whittle Hall,,2670
E05011033,Great Sankey South,,2671
E05011034,Latchford East,,2672
E05011035,Latchford West,,2673
E05011036,Lymm North and Thelwall,,2674
E05011037,Lymm South,,2675
E05011038,Orford,,2676
E05011039,Penketh and Cuerdley,,2677
E05011040,Poplars and Hulme,,2678
E05010801,Knaphill,,2679
E05011041,Poulton North,,2680
E05010802,Mount Hermon,,2681
E05010851,Lodge,,2682
E05011042,Poulton South,,2683
E05010803,Pyrford,,2684
E05010852,Roche North and Rural,,2685
E05011043,Rixton and Woolston,,2686
E05010804,St John's,,2687
E05010853,Roche South,,2688
E05011044,Stockton Heath,,2689
E05010805,Barnack,,2690
E05010854,Sweyne Park and Grange,,2691
E05011045,Westbrook,,2692
E05010806,Bretton,,2693
E05010855,Trinity,,2694
E05011046,Callowland,,2695
E05010807,Central,,2696
E05010856,Wheatley,,2697
E05011047,Central,,2698
E05010808,Dogsthorpe,,2699
E05010857,Beauchief and Greenhill,,2700
E05011048,Holywell,,2701
E05010809,East,,2702
E05010858,Beighton,,2703
E05011049,Leggatts,,2704
E05010810,"Eye, Thorney and Newborough",,2705
E05010859,Birley,,2706
E05011050,Meriden,,2707
E05010811,Fletton and Stanground,,2708
E05010860,Broomhill and Sharrow Vale,,2709
E05011051,Nascot,,2710
E05010812,Fletton and Woodston,,2711
E05010861,Burngreave,,2712
E05011052,Oxhey,,2713
E05010813,Glinton and Castor,,2714
E05010862,City,,2715
E05011053,Park,,2716
E05010814,Gunthorpe,,2717
E05010863,Crookes and Crosspool,,2718
E05011054,Stanborough,,2719
E05010815,Hampton Vale,,2720
E05010864,Darnall,,2721
E05011055,Tudor,,2722
E05010816,Hargate and Hempsted,,2723
E05010865,Dore and Totley,,2724
E05011056,Vicarage,,2725
E05010817,North,,2726
E05010866,East Ecclesfield,,2727
E05011057,Woodside,,2728
E05010818,Orton Longueville,,2729
E05010867,Ecclesall,,2730
E05011058,Brookmans Park and Little Heath,,2731
E05010819,Orton Waterville,,2732
E05010868,Firth Park,,2733
E05011059,Haldens,,2734
E05010820,Park,,2735
E05010869,Fulwood,,2736
E05011060,Handside,,2737
E05010821,Paston and Walton,,2738
E05010870,Gleadless Valley,,2739
E05011061,Hatfield Central,,2740
E05010822,Ravensthorpe,,2741
E05010871,Graves Park,,2742
E05011062,Hatfield East,,2743
E05010823,Stanground South,,2744
E05010872,Hillsborough,,2745
E05011063,Hatfield South West,,2746
E05010824,Werrington,,2747
E05010873,Manor Castle,,2748
E05011064,Hatfield Villages,,2749
E05010825,West,,2750
E05010874,Mosborough,,2751
E05011065,Hollybush,,2752
E05010826,Wittering,,2753
E05010875,Nether Edge and Sharrow,,2754
E05011066,Howlands,,2755
E05010827,Berechurch,,2756
E05010876,Park and Arbourthorne,,2757
E05010877,Richmond,,2758
E05010878,Shiregreen and Brightside,,2759
E05010879,Southey,,2760
E05010880,Stannington,,2761
E05010881,Stocksbridge and Upper Don,,2762
E05010882,Walkley,,2763
E05010883,West Ecclesfield,,2764
E05010884,Woodhouse,,2765
E05010885,Ashley,,2766
E05010886,Avonmouth and Lawrence Weston,,2767
E05010887,Bedminster,,2768
E05010888,Bishopston and Ashley Down,,2769
E05010889,Bishopsworth,,2770
E05010890,Brislington East,,2771
E05010891,Brislington West,,2772
E05010892,Central,,2773
E05010893,Clifton,,2774
E05010894,Clifton Down,,2775
E05010895,Cotham,,2776
E05010896,Easton,,2777
E05010897,Eastville,,2778
E05010898,Filwood,,2779
E05010828,Castle,,2780
E05010829,Greenstead,,2781
E05010830,Highwoods,,2782
E05010831,Lexden and Braiswick,,2783
E05010832,Marks Tey and Layer,,2784
E05010833,Mersea and Pyefleet,,2785
E05010834,Mile End,,2786
E05010835,New Town and Christ Church,,2787
E05010836,Old Heath and The Hythe,,2788
E05010837,Prettygate,,2789
E05010838,Rural North,,2790
E05010839,St Anne's and St John's,,2791
E05010840,Shrub End,,2792
E05010841,Stanway,,2793
E05010842,Tiptree,,2794
E05010843,Wivenhoe,,2795
E05010844,Downhall and Rawreth,,2796
E05010845,Foulness and The Wakerings,,2797
E05010846,Hawkwell East,,2798
E05010847,Hawkwell West,,2799
E05010848,Hockley,,2800
E05011421,Keele,,2801
E05011422,Kidsgrove & Ravenscliffe,,2802
E05011423,Knutton,,2803
E05011424,Loggerheads,,2804
E05011425,Madeley & Betley,,2805
E05011426,Maer & Whitmore,,2806
E05011427,May Bank,,2807
E05011428,Newchapel & Mow Cop,,2808
E05011429,Silverdale,,2809
E05011430,Talke & Butt Lane,,2810
E05011431,Thistleberry,,2811
E05011432,Town,,2812
E05011433,Westbury Park & Northwood,,2813
E05011434,Westlands,,2814
E05011435,Wolstanton,,2815
E05011436,Arthur's Hill,,2816
E05011437,Benwell & Scotswood,,2817
E05011438,Blakelaw,,2818
E05011439,Byker,,2819
E05011440,Callerton & Throckley,,2820
E05011441,Castle,,2821
E05011442,Chapel,,2822
E05011443,Dene & South Gosforth,,2823
E05011444,Denton & Westerhope,,2824
E05011445,Elswick,,2825
E05011446,Fawdon & West Gosforth,,2826
E05011447,Gosforth,,2827
E05011448,Heaton,,2828
E05011449,Kenton,,2829
E05011450,Kingston Park South & Newbiggin Hall,,2830
E05011451,Lemington,,2831
E05011452,Manor Park,,2832
E05011453,Monument,,2833
E05011454,North Jesmond,,2834
E05011455,Ouseburn,,2835
E05011456,Parklands,,2836
E05011457,South Jesmond,,2837
E05011458,Walker,,2838
E05011459,Walkergate,,2839
E05011460,West Fenham,,2840
E05011461,Wingrove,,2841
E05011462,Addiscombe East,,2842
E05011463,Addiscombe West,,2843
E05011464,Bensham Manor,,2844
E05011465,Broad Green,,2845
E05011466,Coulsdon Town,,2846
E05011467,Crystal Palace & Upper Norwood,,2847
E05011468,Fairfield,,2848
E05011469,Kenley,,2849
E05011470,New Addington North,,2850
E05011167,Small Heath,,2851
E05011168,Soho & Jewellery Quarter,,2852
E05011169,South Yardley,,2853
E05011170,Sparkbrook & Balsall Heath East,,2854
E05011171,Sparkhill,,2855
E05011172,Stirchley,,2856
E05011173,Stockland Green,,2857
E05011174,Sutton Four Oaks,,2858
E05011175,Sutton Mere Green,,2859
E05011176,Sutton Reddicap,,2860
E05011177,Sutton Roughley,,2861
E05011178,Sutton Trinity,,2862
E05011179,Sutton Vesey,,2863
E05011180,Sutton Walmley & Minworth,,2864
E05011181,Sutton Wylde Green,,2865
E05011182,Tyseley & Hay Mills,,2866
E05011183,Ward End,,2867
E05011184,Weoley & Selly Oak,,2868
E05011185,Yardley East,,2869
E05011186,Yardley West & Stechford,,2870
E05011187,Bishopstoke,,2871
E05011188,Botley,,2872
E05011189,Bursledon & Hound North,,2873
E05011190,Chandler's Ford,,2874
E05011191,Eastleigh Central,,2875
E05011192,Eastleigh North,,2876
E05011193,Eastleigh South,,2877
E05011194,Fair Oak & Horton Heath,,2878
E05011195,Hamble & Netley,,2879
E05011196,Hedge End North,,2880
E05011197,Hedge End South,,2881
E05011198,Hiltingbury,,2882
E05011199,West End North,,2883
E05011200,West End South,,2884
E05011201,Ashdown,,2885
E05011202,Baird,,2886
E05011203,Braybrooke,,2887
E05011204,Castle,,2888
E05011205,Central St Leonards,,2889
E05011206,Conquest,,2890
E05011207,Gensing,,2891
E05011208,Hollington,,2892
E05011209,Maze Hill,,2893
E05011210,Old Hastings,,2894
E05011211,Ore,,2895
E05011212,St Helens,,2896
E05011213,Silverhill,,2897
E05011214,Tressell,,2898
E05011215,West St Leonards,,2899
E05011216,Wishing Tree,,2900
E05011267,Kimbolton,,2901
E05011539,Orchard Park,,2902
E05011217,Barnehurst,,2903
E05011597,"Plumpton, Streat, East Chiltington & St John",,2904
E05011598,Seaford Central,,2905
E05011599,Seaford East,,2906
E05011600,Seaford North,,2907
E05011601,Seaford South,,2908
E05011602,Seaford West,,2909
E05011603,Wivelsfield,,2910
E05011604,Bexhill Central,,2911
E05011605,Bexhill Collington,,2912
E05011606,Bexhill Kewhurst,,2913
E05011607,Bexhill Old Town & Worsham,,2914
E05011608,Bexhill Pebsham & St Michaels,,2915
E05011609,Bexhill Sackville,,2916
E05011610,Bexhill Sidley,,2917
E05011611,Bexhill St Marks,,2918
E05011612,Bexhill St Stephens,,2919
E05011613,Brede & Udimore,,2920
E05011614,Burwash & the Weald,,2921
E05011615,Catsfield & Crowhurst,,2922
E05011616,Eastern Rother,,2923
E05011617,Hurst Green & Ticehurst,,2924
E05011618,"North Battle, Netherfield & Whatlington",,2925
E05011619,Northern Rother,,2926
E05011620,Robertsbridge,,2927
E05011621,Rye & Winchelsea,,2928
E05011622,Sedlescombe & Westfield,,2929
E05011623,South Battle & Telham,,2930
E05011624,Southern Rother,,2931
E05011625,Arlington,,2932
E05011626,Buxted,,2933
E05011627,"Chiddingly, East Hoathly & Waldron",,2934
E05011628,Crowborough Central,,2935
E05011629,Crowborough Jarvis Brook,,2936
E05011630,Crowborough North,,2937
E05011631,Crowborough South East,,2938
E05011632,Crowborough South West,,2939
E05011633,Crowborough St Johns,,2940
E05011634,Danehill & Fletching,,2941
E05011635,Forest Row,,2942
E05011636,Framfield & Cross-in-Hand,,2943
E05011637,Frant & Wadhurst,,2944
E05011638,Hadlow Down & Rotherfield,,2945
E05011639,Hailsham Central,,2946
E05011640,Hailsham East,,2947
E05011641,Hailsham North,,2948
E05011642,Hailsham North West,,2949
E05011643,Hailsham South,,2950
E05011644,Hailsham West,,2951
E05011645,Hartfield,,2952
E05011646,Heathfield North,,2953
E05011218,Belvedere,,2954
E05011219,Bexleyheath,,2955
E05011220,Blackfen & Lamorbey,,2956
E05011221,Blendon & Penhill,,2957
E05011222,Crayford,,2958
E05011223,Crook Log,,2959
E05011224,East Wickham,,2960
E05011225,Erith,,2961
E05011226,Falconwood & Welling,,2962
E05011227,Longlands,,2963
E05011228,Northumberland Heath,,2964
E05011229,St Mary's & St James,,2965
E05011230,Sidcup,,2966
E05011231,Slade Green & Northend,,2967
E05011232,Thamesmead East,,2968
E05011233,West Heath,,2969
E05011234,Aldborough,,2970
E05011235,Barkingside,,2971
E05011236,Bridge,,2972
E05011237,Chadwell,,2973
E05011238,Churchfields,,2974
